samplestamps,C1,C2,C3,C4,C5,C6,C7,C8
84726446,1750.726318359375,1816.6876220703125,1860.854248046875,1854.57373046875,1868.9539794921875,1844.3597412109375,1869.6475830078125,1801.5347900390625
84726448,1497.0830078125,1527.6419677734375,1549.619384765625,1538.41259765625,1554.462646484375,1541.8975830078125,1555.6007080078125,1515.5712890625
84726450,1466.12109375,1500.6011962890625,1517.9263916015625,1515.911865234375,1526.0137939453125,1511.8079833984375,1526.87353515625,1480.326904296875
84726452,1225.9981689453125,1265.1014404296875,1287.178466796875,1286.4722900390625,1297.18896484375,1277.2967529296875,1294.0902099609375,1240.8975830078125
84726454,504.0799865722656,539.5653076171875,549.0939331054688,549.3930053710938,559.9144287109375,542.742919921875,555.6235961914062,514.1527709960938
84726456,-1734.0823974609375,-1780.17626953125,-1836.4302978515625,-1837.9879150390625,-1836.7750244140625,-1812.297119140625,-1842.7314453125,-1777.9041748046875
84726458,-2627.599365234375,-2707.43408203125,-2790.778564453125,-2787.326904296875,-2791.152587890625,-2750.337890625,-2789.557373046875,-2680.958251953125
84726460,-1696.91064453125,-1747.702392578125,-1803.89404296875,-1800.15576171875,-1798.5191650390625,-1777.8626708984375,-1802.560791015625,-1726.7926025390625
84726462,867.772216796875,910.2191772460938,924.5828247070312,921.6378173828125,933.2599487304688,911.182861328125,924.3418579101562,890.9957275390625
84726464,1835.75732421875,1890.640625,1923.2099609375,1911.903564453125,1925.353271484375,1896.0611572265625,1913.0665283203125,1850.5322265625
84726466,1382.548095703125,1409.7135009765625,1424.6544189453125,1414.805908203125,1425.8424072265625,1408.2720947265625,1413.0738525390625,1382.4774169921875
84726468,1420.272216796875,1459.5333251953125,1480.056884765625,1467.2093505859375,1479.5460205078125,1460.2020263671875,1470.8065185546875,1429.4561767578125
84726470,1003.1256713867188,1058.3785400390625,1073.2821044921875,1069.8013916015625,1079.3009033203125,1059.1885986328125,1068.7047119140625,1023.3086547851562
84726472,-391.0071716308594,-383.7049255371094,-400.98858642578125,-403.7715759277344,-392.92620849609375,-396.64794921875,-404.1620178222656,-405.2170715332031
84726474,-2496.22119140625,-2570.68505859375,-2654.847900390625,-2651.64111328125,-2650.0751953125,-2610.224365234375,-2663.890625,-2551.3037109375
84726476,-2329.614990234375,-2398.23046875,-2476.067138671875,-2470.451416015625,-2471.008056640625,-2430.7998046875,-2478.335205078125,-2379.655029296875
84726478,-619.9607543945312,-630.1415405273438,-659.6246948242188,-652.9039916992188,-654.4865112304688,-637.9713134765625,-657.27783203125,-628.7998657226562
84726480,1685.695556640625,1750.2486572265625,1780.761962890625,1791.5989990234375,1788.986328125,1773.443115234375,1785.314453125,1712.8651123046875
84726482,1543.6878662109375,1577.9686279296875,1601.54931640625,1601.541015625,1597.578369140625,1590.4381103515625,1594.7828369140625,1549.5072021484375
