samplestamps,C1,C2,C3,C4,C5,C6,C7,C8
85147208,-5174.61669921875,-5247.4560546875,-5341.82080078125,-5322.9130859375,-5303.52734375,-5251.501953125,-5310.01953125,-5213.9814453125
85147210,-5289.42578125,-5324.95263671875,-5381.30615234375,-5369.4306640625,-5348.2216796875,-5310.26904296875,-5348.10546875,-5290.58837890625
85147212,-2911.872314453125,-2894.77978515625,-2878.385009765625,-2866.61328125,-2833.9609375,-2843.294189453125,-2838.089599609375,-2889.86181640625
85147214,-334.5372314453125,-485.4879150390625,-447.6557312011719,-453.3587951660156,-407.912841796875,-421.9981384277344,-415.9835510253906,-456.4450378417969
85147216,-1372.27587890625,-1471.624755859375,-1434.78125,-1436.29736328125,-1449.5269775390625,-1466.9228515625,-1439.923583984375,-1442.5445556640625
85147218,-177.2147216796875,-289.6478576660156,-258.56134033203125,-259.6579284667969,-223.541259765625,-237.31918334960938,-235.54969787597656,-266.60711669921875
85147220,-539.702392578125,-617.5847778320312,-620.9368896484375,-640.0315551757812,-437.29632568359375,-472.3164367675781,-544.7366943359375,-650.8436889648438
85147222,-1647.9215087890625,-1756.6287841796875,-1822.1123046875,-1840.858154296875,-1576.2073974609375,-1602.994873046875,-1722.13623046875,-1805.3271484375
85147224,-4365.05029296875,-4544.04296875,-4666.5986328125,-4677.232421875,-4467.11181640625,-4445.39208984375,-4580.14697265625,-4545.7001953125
85147226,-4023.27734375,-4198.95947265625,-4311.15185546875,-4305.166015625,-4215.74072265625,-4170.52734375,-4259.8779296875,-4171.283203125
85147228,-1122.208984375,-1242.309814453125,-1303.64794921875,-1295.8804931640625,-1267.2987060546875,-1227.34814453125,-1278.368408203125,-1234.4261474609375
85147230,1964.6019287109375,1940.6597900390625,1960.543701171875,1959.4139404296875,1995.3809814453125,1990.5169677734375,1982.71630859375,1909.502685546875
85147232,3095.193115234375,3049.946533203125,3063.08056640625,3048.82080078125,3096.497314453125,3097.340576171875,3081.622802734375,3015.6533203125
85147234,3241.047119140625,3198.84521484375,3194.58349609375,3178.84912109375,3240.21630859375,3242.775146484375,3213.8359375,3157.266357421875
85147236,3071.12646484375,3052.284912109375,3056.617431640625,3044.779296875,3086.515869140625,3082.90625,3074.1669921875,3006.149658203125
85147238,2307.853515625,2304.31884765625,2304.7216796875,2290.121337890625,2346.105224609375,2340.95458984375,2322.03857421875,2255.142822265625
85147240,-162.90512084960938,-234.34925842285156,-295.0393981933594,-311.916015625,-257.3733825683594,-230.8310546875,-279.64154052734375,-257.5893859863281
85147242,-1855.8406982421875,-1979.5760498046875,-2083.776611328125,-2097.159912109375,-2051.18212890625,-1989.5823974609375,-2073.491943359375,-1972.8594970703125
85147244,-1361.1107177734375,-1447.9527587890625,-1539.5008544921875,-1547.0482177734375,-1507.421630859375,-1457.0244140625,-1522.62841796875,-1448.438720703125
85147246,1136.6680908203125,1133.9722900390625,1114.1507568359375,1112.1568603515625,1150.765869140625,1166.1636962890625,1139.006591796875,1102.6116943359375
85147248,2482.89599609375,2526.01171875,2552.861328125,2544.171875,2595.225341796875,2581.12744140625,2578.606201171875,2470.8251953125
85147250,2112.95654296875,2124.90673828125,2125.010498046875,2118.77587890625,2169.0068359375,2164.919677734375,2151.652587890625,2080.146240234375
85147252,2081.5791015625,2111.781005859375,2120.877685546875,2116.445556640625,2164.799072265625,2154.236328125,2141.388671875,2061.591552734375
85147254,1717.7042236328125,1762.265380859375,1767.092041015625,1768.60400390625,1818.5318603515625,1805.00732421875,1790.83056640625,1706.2315673828125
85147256,622.631591796875,648.455322265625,629.02001953125,626.1913452148438,685.3653564453125,678.237548828125,653.1988525390625,598.984375
